(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year,tag_count,rating_count,time,star_level,Users_reviews,Critic reviews,Director_stars,Budget,Gross US/Canada,Opening Weekend,Gross Worldwide,Sentiment,rating
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1986,2.0,4.0,3600.0,6.7,210,84,7.1,-0.6721209008197477,0.07160442896920116,-0.22395685844227017,-0.21434063869242434,0.0,3.242424242424242
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1985,0.0,13.0,3600.0,6.4,212,49,6.6,-0.6399439595690638,0.021520904181014534,-0.2198614654478453,-0.23386673110279937,0.0,3.21875
0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1986,0.0,3.0,3600.0,5.4,81,21,6.5,-0.479059253315644,-0.6515083456177744,-0.6211181256413608,-0.49549442341231664,0.0,2.6666666666666665
0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1986,0.0,4.0,3600.0,6.1,181,127,6.8,-0.8651825483238516,-0.32314458937368756,-0.23328670375706942,-0.3678490769286253,0.0,3.0555555555555554
0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1987,0.0,3.0,3600.0,5.4,106,71,4.3,1.1986844707535193e-16,-0.5417539801909541,-0.45355292554102283,-0.4528294406406182,0.0,1.75
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0.0,0.0,3600.0,7.3,196,44,6.8,-0.8008286658224836,-0.1243876816442966,0.0,-0.29058599940953916,0.0,3.892857142857143
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,0.0,58.0,3600.0,6.8,36,22,6.8,1.1986844707535193e-16,-0.5700747151437175,-0.5451517975001172,-0.46383860336633354,0.0,3.75
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,3.0,3600.0,4.5,24,25,6.6,1.1986844707535193e-16,-0.49624506522143824,-0.4515940906623177,-0.4351386903403243,0.0,2.0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,90.0,3600.0,3.8,486,99,6.8,0.9689031029651344,-0.2491715857196944,0.0548304100977457,-0.33909343778666573,0.0,2.3181818181818183
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1998,0.0,5.0,7200.0,5.7,55,32,7.6,-0.31817454706222414,0.019062883300052697,0.12143303148613505,-0.2231035485321681,0.0,1.75
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,2.0,3600.0,6.7,93,49,7.0,-0.8008286658224836,-0.5848807563884117,-0.6145343443272705,-0.46959417848323515,0.0,3.625
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1998,0.0,1.0,3600.0,6.1,11,11,6.4,1.1986844707535193e-16,-0.6865107799832496,-0.6222104364576849,0.0,0.0,4.0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1986,0.0,26.0,3600.0,7.0,268,150,6.5,-0.9581417315970775,-0.6767359178022865,0.0,-0.5053011762320179,0.0,3.9285714285714284
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1968,2.0,11.0,7200.0,8.0,669,289,6.4,-0.8877064071993302,0.0,0.0,0.0,0.0,4.171875
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1984,0.0,20.0,3600.0,7.3,416,107,6.8,-0.0929359583074364,-0.30910677469466413,-0.3383655840795623,-0.36171633613276283,0.0,3.5813953488372094
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990,0.0,97.0,3600.0,5.1,97,26,5.0,0.19665651294871928,-0.3620262665826265,-0.2998160792386758,-0.3829636109319237,0.0,2.5
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1978,0.0,0.0,3600.0,4.6,125,76,4.5,-0.9588174473633418,0.0,0.0,0.0,0.0,2.2
0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1987,0.0,14.0,3600.0,3.7,65,76,5.1,-0.9610698332508897,0.0,0.0,0.0,0.0,1.0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,13.0,3600.0,6.3,124,38,6.0,-0.8008286658224836,-0.5996763596191153,-0.6004159656685797,-0.4753456960149523,0.0,3.5
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1998,0.0,2.0,3600.0,6.9,142,68,6.0,1.1986844707535193e-16,-0.5315959340107753,-0.4607068940217395,-0.44888068777246537,0.0,2.5
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1998,1.0,0.0,7200.0,7.1,732,193,6.6,0.48624898420487495,0.6275986671688197,0.4998222406815769,0.44780396746461754,0.0,3.3620689655172415
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,2.0,3600.0,6.0,109,27,7.3,-0.511236194566328,-0.4053661960370091,-0.3134550719850196,-0.3998112081669582,0.0,2.2857142857142856
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,2.0,3600.0,6.0,118,25,5.4,1.1986844707535193e-16,-0.507523883767164,-0.39235932369249504,-0.43952312276874883,0.0,2.4
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1998,0.0,77.0,3600.0,6.6,91,30,6.9,-0.9295364308252194,-0.6244399282896096,-0.6146991147423495,-0.48497207603713804,0.0,3.3125
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,3.0,3600.0,6.6,63,22,6.1,1.1986844707535193e-16,-0.6710307734467107,-0.6025544962952541,-0.5030834067183032,0.0,3.0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1988,0.0,7.0,3600.0,7.5,471,142,6.6,-0.479059253315644,0.7135229340144603,-0.09475561565235058,0.03639149597872683,0.0,3.4725274725274726
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1997,0.0,0.0,3600.0,6.7,46,20,5.6,1.1986844707535193e-16,-0.6677952331638813,-0.6208820818304535,-0.501825650182723,0.0,4.5
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1948,0.0,3.0,3600.0,7.9,469,143,7.6,-0.9134479601998775,0.0,0.0,-0.5096751144023574,0.0,3.9
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1976,0.0,0.0,7200.0,6.8,143,86,7.6,-0.8172268395073634,0.0,0.0,0.0,0.0,3.1666666666666665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1972,0.0,1.0,3600.0,7.4,268,104,7.6,-0.8973594895745355,0.0,0.0,-0.5097223239681095,0.0,3.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1969,0.0,0.0,7200.0,6.2,115,55,7.6,-0.8330056070731675,0.0,0.0,0.0,0.0,3.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1966,0.0,5.0,7200.0,6.6,196,77,7.6,-0.7686517245717996,0.0,0.0,-0.5097479247034098,0.0,3.5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1964,0.0,0.0,7200.0,7.1,287,82,7.6,-0.8651825483238516,0.0,0.0,-0.5096943222516478,0.0,3.625
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1956,0.0,17.0,3600.0,7.4,193,83,7.6,-0.9231010425750826,0.0,0.0,0.0,0.0,2.875
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1956,0.0,0.0,7200.0,7.4,303,93,7.6,-0.8812710189491935,0.0,0.0,-0.5096926291585492,0.0,3.5555555555555554
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1955,0.0,0.0,3600.0,7.0,210,85,7.6,-0.9231010425750826,0.0,0.0,0.0,0.0,3.4166666666666665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1953,0.0,0.0,3600.0,7.2,145,80,7.6,1.1986844707535193e-16,-0.6506397376477723,0.0,0.0,0.0,4.0
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1951,0.0,52.0,3600.0,7.9,389,139,7.6,-0.9231010425750826,-0.6876872342723512,0.0,-0.509535930473153,0.0,3.98
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1950,0.0,0.0,3600.0,7.0,136,56,7.6,-0.9154751074986706,0.0,0.0,-0.509752055266745,0.0,3.5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,56.0,3600.0,5.9,203,71,6.3,-0.5434131358170119,-0.3735975184807497,-0.18807938269092778,-0.3874617214258483,0.0,2.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,2.0,3600.0,6.4,38,20,6.7,1.1986844707535193e-16,-0.454236620846688,-0.36331396838443436,-0.41880868334201865,0.0,2.0
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1988,0.0,5.0,7200.0,7.2,311,123,7.1,0.16447957169803532,0.38696386533318794,-0.0770508833262669,-0.09180752843726356,0.0,3.3375
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1987,0.0,32.0,3600.0,7.8,619,157,6.5,-0.15728984080880432,0.7436696831197745,0.03623206455883707,0.046855271090073924,0.0,3.9384615384615387
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,51.0,3600.0,6.4,149,27,6.4,-0.5434131358170119,-0.5000154035340387,-0.3838376818661841,-0.4366043397340865,0.0,3.2142857142857144
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,7.0,3600.0,4.8,166,80,5.8,0.0035948654446154894,-0.4944465916561614,-0.260095823395835,-0.43443956695348235,0.0,5.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1947,0.0,3.0,7200.0,6.5,121,45,7.6,-0.8247039562304911,0.0,0.0,-0.5097028533974762,0.0,3.5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1944,0.0,4.0,3600.0,7.6,186,71,7.6,-0.9105520354873159,0.0,0.0,0.0,0.0,4.357142857142857
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1943,3.0,3.0,3600.0,7.8,318,104,7.6,1.1986844707535193e-16,0.0,0.0,-0.5097471876240868,-0.25,4.142857142857143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1942,0.0,2.0,3600.0,7.1,189,75,7.6,1.1986844707535193e-16,0.0,0.0,0.0,0.0,3.875
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1941,0.0,0.0,3600.0,6.3,113,47,7.6,1.1986844707535193e-16,0.0,0.0,0.0,0.0,2.875
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1941,0.0,1.0,3600.0,7.3,243,109,7.6,-0.926222205876399,0.0,0.0,0.0,0.0,4.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1939,0.0,86.0,3600.0,6.3,128,61,7.6,1.1986844707535193e-16,0.0,0.0,0.0,0.0,3.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1938,1.0,1.0,3600.0,7.7,271,115,7.6,1.1986844707535193e-16,0.0,0.0,-0.5094621203714347,0.0,3.9166666666666665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1936,0.0,1.0,3600.0,7.0,117,58,7.6,1.1986844707535193e-16,0.0,0.0,0.0,0.0,3.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1936,0.0,1.0,3600.0,6.4,92,51,7.6,1.1986844707535193e-16,0.0,0.0,0.0,0.0,3.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1934,0.0,0.0,3600.0,6.7,149,78,7.6,1.1986844707535193e-16,0.0,0.0,0.0,0.0,3.6666666666666665
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1927,0.0,8.0,3600.0,6.1,51,32,7.6,1.1986844707535193e-16,0.0,0.0,0.0,0.0,1.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1927,0.0,1.0,3600.0,7.3,127,92,7.6,1.1986844707535193e-16,0.0,0.0,-0.5091447821804991,0.0,3.5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,1.0,7200.0,7.3,334,118,7.8,-0.5755900770676958,-0.2580425834733272,-0.0665994025322843,-0.34254187434638395,0.0,3.861111111111111
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1997,0.0,1.0,3600.0,7.1,913,105,6.5,-0.9499687885194038,-0.6787657172819397,-0.6190325898090016,-0.5056238272323316,0.0,3.425925925925926
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,2.0,3600.0,6.8,234,45,5.6,0.0035948654446154894,-0.3455077715210464,-0.4044087356108456,-0.3765423510168764,0.0,3.0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1975,0.0,34.0,3600.0,7.5,53,37,5.7,1.1986844707535193e-16,-0.6880386912146528,-0.6227235523073564,-0.5096949206724843,0.0,4.666666666666667
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1980,0.0,0.0,3600.0,7.1,86,32,6.3,1.1986844707535193e-16,-0.2661049542905915,-0.6110443149448299,-0.34567597211716444,0.0,3.857142857142857
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,0.0,16.0,3600.0,6.0,46,28,6.2,-0.7364747833211157,-0.2814083406191729,-0.32341329353960757,-0.3516248809511635,0.0,3.5
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1987,0.0,0.0,7200.0,7.2,154,76,6.9,-0.31817454706222414,0.27393934146202964,-0.6098015672930306,-0.01838095609258588,0.0,3.4285714285714284
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1987,0.0,5.0,3600.0,4.3,30,14,5.9,1.1986844707535193e-16,-0.6374983531271219,-0.5294520568090777,-0.4900482975482492,0.0,1.5
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1988,0.0,0.0,3600.0,6.8,171,59,6.9,-0.060759017056752435,0.5091714948403445,-0.3125479141969727,0.24158037501502594,0.0,3.2045454545454546
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,0.0,0.0,3600.0,6.2,68,45,6.4,-0.6399439595690638,-0.2848069279370906,-0.4103469140894766,-0.35294601901071293,0.0,3.0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1989,7.0,3.0,3600.0,7.3,272,74,6.8,1.1986844707535193e-16,-0.29804916319723385,-0.355942431945419,-0.3527384764476549,0.0,3.923076923076923
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,0.0,1.0,3600.0,6.2,80,22,7.0,1.1986844707535193e-16,-0.24529425776368938,-0.21467146037431586,-0.33758619814476304,0.0,3.1818181818181817
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1992,0.0,12.0,3600.0,6.5,81,23,6.8,0.38971816045282304,-0.321967233961076,-0.28017309189818057,-0.3673914017537027,0.0,2.5
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1992,0.0,39.0,3600.0,5.1,179,28,6.9,0.421895101703507,-0.2511617169915017,-0.3065289942699311,-0.3398670645676587,0.0,2.375
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,0.0,40.0,3600.0,5.5,26,9,6.1,-0.7203863126957737,-0.11205210804904596,-0.3462265662367933,-0.2857907729702655,0.0,1.5
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1982,0.0,1.0,3600.0,4.0,61,44,5.0,-0.9359718190753562,0.0,0.0,-0.5097358322238223,0.0,2.5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1984,0.0,80.0,3600.0,5.5,16,9,6.3,1.1986844707535193e-16,-0.5944303940120974,-0.47330860900739413,-0.47330642376027765,0.0,4.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1984,0.0,1.0,3600.0,5.8,90,29,6.3,1.1986844707535193e-16,-0.3381644597179392,-0.3967626256469419,-0.3736877741592873,0.0,3.1875
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1986,0.0,10.0,3600.0,5.7,28,8,6.2,-0.7525632539464576,-0.5808932660833107,-0.4916708449850303,-0.46804411526244344,0.0,2.5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,0.0,1.0,3600.0,6.4,72,31,7.0,1.1986844707535193e-16,-0.43602579705994493,-0.3970064280009376,-0.4117295618865912,0.0,3.0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1986,0.0,25.0,3600.0,6.3,95,43,6.9,-0.6882093714450898,0.03838764593239192,-0.415514038035932,-0.22731009671801936,0.0,3.0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1988,0.0,7.0,3600.0,5.8,73,55,6.5,1.1986844707535193e-16,-0.3338382971603346,-0.3749961645133929,-0.37200605835445366,0.0,2.8
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,0.0,125.0,3600.0,6.1,59,25,6.6,-0.31817454706222414,-0.49002671225351807,-0.48815760572368994,-0.4327214204557697,0.0,2.75
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,0.0,6.0,3600.0,5.1,295,34,6.5,0.3253642779514551,-0.528991949894602,-0.3620082976331815,-0.44786843703398893,0.0,2.375
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1991,0.0,4.0,3600.0,5.4,41,15,6.6,1.1986844707535193e-16,-0.5062756962919861,-0.4622125773837946,-0.43903791293752964,0.0,3.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1991,0.0,1.0,3600.0,5.8,44,23,5.8,-0.7042978420704317,-0.3355289175055098,-0.22378235697314813,-0.37266325579366144,0.0,2.5
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1992,1.0,3.0,7200.0,7.7,491,79,7.1,0.3575412192021391,1.9652500598863436,0.3974891613583323,1.2653694407886307,0.0,3.789473684210526
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1993,0.0,18.0,3600.0,6.0,174,62,6.6,0.2610103954500872,1.3133225131879633,0.5862034924137767,1.435947702026865,0.0,3.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,20.0,3600.0,6.2,62,34,7.1,1.1986844707535193e-16,-0.6662028728281076,-0.6056579792809469,-0.5012066495076435,0.0,3.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,7.0,7200.0,6.9,125,51,6.3,0.0035948654446154894,-0.25178294778460575,-0.18841319729482095,-0.3155076219320325,0.0,2.75
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1998,0.0,45.0,3600.0,7.0,425,88,7.0,0.10012568919666738,1.9623718338486307,1.5470905721049981,1.2761766729710844,0.0,3.261904761904762
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1998,0.0,0.0,3600.0,6.4,120,49,5.6,-0.8973594895745355,-0.6854432865452308,-0.6203641004537604,-0.5086860050354994,0.0,3.6
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1998,0.0,0.0,7200.0,7.2,669,151,6.6,0.8080183967117146,0.09309245122770403,0.21208450643370752,-0.206044613870234,0.0,3.5232558139534884
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1998,0.0,19.0,3600.0,5.6,498,129,6.0,-0.511236194566328,0.026562802859833125,0.06860425684302295,0.01954057823783102,0.0,2.4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,7.0,3600.0,6.6,116,47,6.5,-0.7042978420704317,-0.6545054448651798,-0.6117857818126856,-0.49665949039856677,0.0,3.0
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,2.0,3600.0,6.6,37,22,7.3,-0.6077670183183799,-0.6819207384244704,-0.620057703752137,-0.5073166795029772,0.0,2.5
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,2.0,3600.0,6.3,141,50,6.9,-0.7686517245717996,-0.6453501238707394,-0.5871766036416495,-0.49310052842946306,0.0,3.4166666666666665
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990,0.0,0.0,7200.0,6.7,75,42,6.5,-0.15728984080880432,-0.6492301551972744,-0.6173489859588362,-0.49460881895673725,0.0,3.5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0.0,0.0,3600.0,4.9,49,14,6.6,-0.6399439595690638,-0.48736224022173685,-0.4650477331292889,-0.43168565615710575,0.0,2.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1954,0.0,2.0,3600.0,7.2,274,117,5.8,1.1986844707535193e-16,0.0,0.0,0.0,0.0,3.8
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1982,0.0,0.0,3600.0,8.2,1300,393,5.7,-0.479059253315644,-0.3196690874095111,-0.41844466331163166,-0.3664624190852882,0.0,3.933333333333333
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1992,0.0,8.0,7200.0,7.5,206,81,6.3,-0.7042978420704317,-0.28068909387095126,-0.6029192135707703,-0.3513452870598213,0.0,3.9473684210526314
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1980,0.0,16.0,3600.0,7.2,130,67,6.1,-0.6399439595690638,-0.4931495745507861,-0.601304187351462,-0.4339353755052403,0.0,3.6
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1990,0.0,5.0,3600.0,7.9,779,88,6.6,-0.31817454706222414,0.3699267924650165,-0.6122948211397176,0.1180348826607173,0.0,3.7
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,0.0,141.0,3600.0,6.1,64,11,6.5,-0.5755900770676958,0.0,0.0,0.0,0.0,2.5
0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,0.0,0.0,3600.0,6.5,339,93,6.9,2.4168654592459125,1.0156477008011064,0.507798022976369,0.7437047244334927,0.0,3.2444444444444445
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,1.0,0.0,3600.0,6.5,107,48,6.8,1.1986844707535193e-16,-0.6469217771391899,-0.6024884829286382,-0.49371147961450934,0.0,4.5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,8.0,3600.0,6.2,273,60,7.3,-0.41470537081427605,-0.11876726167206605,0.008728489563301774,-0.28840116493528023,0.0,2.1
0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1998,0.0,0.0,3600.0,7.0,716,79,6.9,1.7733266342322334,0.3515396488448192,0.4182744297926696,-0.10557803843292192,0.0,3.642857142857143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1998,0.0,0.0,3600.0,5.0,196,61,4.2,-0.9263187367001511,-0.6747966249151677,-0.5982462036184566,-0.5045473119342613,0.0,4.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,0.0,0.0,3600.0,7.5,299,89,6.4,-0.9314348703590098,-0.6820162387431226,-0.6223895404523678,-0.5070118935539791,0.0,3.9696969696969697
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1981,0.0,24.0,3600.0,6.8,172,53,6.4,-0.6077670183183799,-0.09357819374419948,-0.3076662125856562,-0.27860937993430795,0.0,3.625
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1.0,0.0,7200.0,7.6,331,52,7.0,-0.6077670183183799,0.30547423378766664,-0.13513593941098492,-0.04204599702772681,0.0,3.26271186440678
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1975,0.0,7.0,7200.0,7.6,200,114,6.3,-0.8909241013243987,-0.5007505513575303,0.0,-0.43683804496420614,0.0,3.6
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,0.0,3600.0,6.5,49,58,7.3,1.1986844707535193e-16,-0.6815406895841332,-0.6186344713479865,-0.5071689425344992,0.0,4.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,0.0,3600.0,4.9,100,58,4.6,0.9689031029651344,-0.461596809942201,-0.28700823685825944,-0.42166982093536465,0.0,2.5833333333333335
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,0.0,3600.0,5.1,22,20,6.2,1.1986844707535193e-16,-0.6652260361698747,-0.5799635255826583,-0.5008269222955896,0.0,3.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,1.0,31.0,3600.0,7.2,121,36,6.2,1.1986844707535193e-16,-0.6383948583791206,-0.6170233901505875,-0.49039679740957604,0.0,3.6666666666666665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1984,0.0,2.0,3600.0,6.7,298,95,5.9,-0.060759017056752435,0.07027140447023929,-0.13667384045196615,-0.21491587437046947,0.0,3.588235294117647
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1986,0.0,16.0,3600.0,7.2,76,35,7.0,-0.6238554889437218,-0.09019573278242926,-0.4972670558144888,-0.27729451069791217,0.0,3.8333333333333335
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1980,0.0,0.0,7200.0,8.2,493,169,7.0,-0.8008286658224836,-0.1998740283662814,0.0,-0.319835080318128,0.0,4.029411764705882
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,0.0,140.0,7200.0,6.0,225,69,6.4,1.6124419279788136,-0.2591675235351078,-0.08590206598273595,-0.3429791740216034,0.0,4.5
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1998,0.0,45.0,3600.0,5.6,370,119,5.6,-0.15728984080880432,-0.07991582842093105,0.15509301042225157,-0.13983594553035877,0.0,2.1666666666666665
